scenario,year,median,upper,lower
hist,1993,0.04997975999426174,0.1968721282032465,-0.07944013430778413
hist,1994,0.043006532328497826,0.26347187540579,-0.14088254249952373
hist,1995,0.08327414882258921,0.3080151006261417,-0.11765467629141727
hist,1996,0.078246647951147,0.31376922768914084,-0.10799979027038836
hist,1997,0.09718659238158267,0.3559722728562553,-0.13319004670721118
hist,1998,0.07580503856091525,0.35645678960872823,-0.19975128277333737
hist,1999,0.07948984355977728,0.36911374694093624,-0.16289564580283905
hist,2000,0.11462524893807213,0.3751624018064276,-0.180691291207059
hist,2001,0.11709452333139225,0.41675110603358534,-0.17405251800741156
hist,2002,0.06601711163891721,0.32927009406558316,-0.1932695452931238
hist,2003,0.09666842193386671,0.4019310431201929,-0.15720092927476836
hist,2004,0.08690897456531843,0.4207332989248573,-0.20942053508006475
hist,2005,0.10831543805958432,0.4049346244196656,-0.18101855563920033
hist,2006,0.11500189241496273,0.4256108694857218,-0.15089727465344768
hist,2007,0.10603497642653181,0.400587617057106,-0.14061377890720586
hist,2008,0.08562855137104819,0.36180572579967735,-0.19805521453751104
hist,2009,0.07580845280150328,0.41322831595382237,-0.2585785121503722
hist,2010,0.07504382189943826,0.45457714172450825,-0.3002419895248334
hist,2011,0.07408803884719362,0.4266778039573349,-0.2629015060585196
hist,2012,0.1488921191096324,0.48062034987085156,-0.17675646544027482
hist,2013,0.1291133965785427,0.5365203867932762,-0.20783497822522976
hist,2014,0.10242948429364773,0.48380084780165294,-0.274641551296342
nat,1901,-0.08263235490698051,0.08994498114358099,-0.2682666476196694
nat,1902,-0.012998023571039852,0.17684167456375008,-0.1552936576128058
nat,1903,-0.06114517762710214,0.04697786812805227,-0.33971628744562526
nat,1904,1.4605999322547802e-4,0.09270072785420333,-0.11093410593774634
nat,1905,0.014235356310841496,0.17867113341410923,-0.1450853250439341
nat,1906,0.010627710049533334,0.10771839337512251,-0.1297748118544291
nat,1907,-0.001831507491878881,0.20481097845216806,-0.09233886783485515
nat,1908,0.0034765660236928397,0.15406684025779555,-0.14231978200645123
nat,1909,-0.02373726440897883,0.06275935644564112,-0.12162394421783027
nat,1910,0.0058360705034008475,0.10294924324626599,-0.1419344191611522
nat,1911,0.06415665470489174,0.22862827750029133,-0.07963479002887368
nat,1912,0.04127493853832398,0.18060921429721827,-0.08628107223253245
nat,1913,-0.021366182932311517,0.08727753913671062,-0.11517391020994552
nat,1914,0.010146847700809758,0.14561829076062838,-0.1323976357368167
nat,1915,0.008940661328214361,0.1362727713705975,-0.10820438221137109
nat,1916,-0.005657983207015604,0.10029366079174476,-0.15400233121814572
nat,1917,0.032285129392214174,0.14418302712722444,-0.05638150015180514
nat,1918,0.05357019356346271,0.15747024311404034,-0.17531973008029594
nat,1919,0.003479138456222941,0.11172077102981674,-0.10295662775395654
nat,1920,0.013245062348943293,0.0989099528308429,-0.11095681978396216
nat,1921,-0.004743258287561503,0.21986263543955892,-0.12422698960501606
nat,1922,0.04160030302902307,0.20375951046983215,-0.06875029230250433
nat,1923,-0.028934310641609784,0.1566743622152431,-0.18418380789889052
nat,1924,0.023830341312274683,0.1455329818291737,-0.13707180544622624
nat,1925,-0.0022823627154373582,0.090299963727886,-0.11126647694738523
nat,1926,-0.010008081061414487,0.1046547036537639,-0.11087064797813113
nat,1927,-0.010315052589838558,0.09752292543306211,-0.11630640984401701
nat,1928,-0.008207504654016873,0.15386834858822523,-0.14858999288933
nat,1929,-0.011785141057671922,0.09844851333892385,-0.1062060423580391
nat,1930,-0.01634544934121962,0.13134657259209012,-0.14958725142844465
nat,1931,0.016515276470109086,0.23432785649673446,-0.09970058918398195
nat,1932,0.013022904561729831,0.11799823965490254,-0.11604427475166366
nat,1933,0.022548200733846002,0.1815315722687156,-0.11915484465684897
nat,1934,0.016746400643691928,0.10351821867562373,-0.16110183978444645
nat,1935,-0.0397691745946851,0.1734891663054375,-0.18079416680439664
nat,1936,0.06547740309541439,0.2148536048480398,-0.1497491372105141
nat,1937,0.016596994282380706,0.14464975761258422,-0.08974180373417902
nat,1938,0.036347047560964185,0.1796103137220694,-0.09060334776485206
nat,1939,0.03404900955565893,0.1719235064415382,-0.06604142410614314
nat,1940,0.006471743266157404,0.0982747323552484,-0.15114853801518535
nat,1941,0.027201301514292453,0.13935456870711815,-0.06737654942683803
nat,1942,0.0058478094919607315,0.17798116133995875,-0.07918421669199843
nat,1943,0.022460820900086276,0.10085615281923697,-0.08205308171427922
nat,1944,0.01163031466776232,0.16993195933324323,-0.1431208415502594
nat,1945,-0.013040277678705081,0.08286100384180413,-0.1658978494405414
nat,1946,0.019113885980427625,0.12724191793648654,-0.15760565354180578
nat,1947,0.08279851699045437,0.2800207459541738,-0.05661981202430866
nat,1948,0.016541719593256232,0.16639728259370015,-0.13430608087304668
nat,1949,0.009499484973119365,0.13062122246507893,-0.07951204224446756
nat,1950,0.011899407452713007,0.18943258087853318,-0.12364045264093697
nat,1951,0.026157017232041113,0.11872919941248516,-0.12808655636733235
nat,1952,0.005463793038618547,0.12526019867948432,-0.13046309275411527
nat,1953,-0.004740288295286277,0.200187383308069,-0.13228214560057977
nat,1954,0.01577765252618235,0.15265662192386725,-0.09722972311960269
nat,1955,0.0251163761642772,0.13652465137611283,-0.11202210158468019
nat,1956,-0.0050069108115629035,0.14893132297473813,-0.13670493705355433
nat,1957,0.03002510846501316,0.16978834997639822,-0.12399964511507697
nat,1958,0.005127108851034734,0.12625143570667738,-0.05335430281745132
nat,1959,0.05242049157312678,0.1350771644525621,-0.03515464165156263
nat,1960,0.03825950944203527,0.15458938837599373,-0.12927561268628301
nat,1961,0.02491825282563198,0.1901014509295816,-0.14538926326641075
nat,1962,0.0296382405307547,0.1781316583290902,-0.06715941388332851
nat,1963,-0.07588935717656042,0.026239394554061532,-0.2762964822359109
nat,1964,-0.02661454182213774,0.09908113607771794,-0.2575771048865622
nat,1965,0.008546014191903595,0.14794901782317882,-0.08104089297633159
nat,1966,0.023318067510096796,0.1134070014630154,-0.14498327195815222
nat,1967,-0.012238164725768996,0.060030984520248486,-0.11761256875633244
nat,1968,-0.004392117026601028,0.08335654929635827,-0.18266023830199743
nat,1969,0.025534781999780876,0.12551132298452866,-0.15415336681363206
nat,1970,-0.002030196673437956,0.11011049791392766,-0.1624119458783319
nat,1971,-0.008474060265214689,0.11536409226500446,-0.13190786904419766
nat,1972,0.017229080229842708,0.13498666084295435,-0.09152242653578709
nat,1973,-0.007616404872521798,0.15387257990616388,-0.09287902284870456
nat,1974,0.017394471860839644,0.1446337304423468,-0.15237478031202442
nat,1975,-0.035087073075271036,0.08918379100175337,-0.2443100646737779
nat,1976,0.025146766916106955,0.12202621609225436,-0.10050614118727202
nat,1977,0.018544191300939872,0.1982286819653321,-0.10492621402693611
nat,1978,-0.005012475300755881,0.11472816630523608,-0.18400080856807682
nat,1979,-8.300400479335224e-4,0.17210028262633575,-0.13816076465487404
nat,1980,0.0433040433450671,0.14678006105147573,-0.09507227120511813
nat,1981,0.022283200472514864,0.178024413094139,-0.11791361518395682
nat,1982,0.01009327180601538,0.0977991118737549,-0.08986308405208411
nat,1983,-0.0339107988547962,0.07908331170186533,-0.22196080440389637
nat,1984,-0.004695684779660425,0.1498480731624983,-0.18719885023840918
nat,1985,0.02921319736589112,0.11973709011470315,-0.0787478851687105
nat,1986,-0.004664856048506749,0.09722502672593113,-0.15667724482459205
nat,1987,0.02534919620122622,0.1587416027118603,-0.1040925742901404
nat,1988,-0.007306205433902591,0.15245248352770416,-0.1198936517980563
nat,1989,0.004755808137517192,0.12568576159007272,-0.11945417721301065
nat,1990,0.015533829169793734,0.13612075131463008,-0.08016708288388905
nat,1991,0.006613364035079172,0.10371480096580964,-0.18611961643670866
nat,1992,-0.08422675456744955,0.05741055021394775,-0.25868187765560186
nat,1993,-0.046814015683779076,0.19325673116142772,-0.27701309834656773
nat,1994,-0.029733308378443013,0.054108942101725434,-0.13940200952499637
nat,1995,-0.011275619460214159,0.13835961822905915,-0.1451960528344994
nat,1996,0.007850211854826483,0.1927253838625788,-0.17214326059852994
nat,1997,-0.028433389778040663,0.11914258921855708,-0.18989699188144868
nat,1998,0.02269639613157537,0.21046692585028556,-0.15958971579028827
nat,1999,-0.01496722393519434,0.09980301373409493,-0.18891292903709916
nat,2000,-0.002994117441122768,0.08661880833754868,-0.14116946529774702
nat,2001,0.020732264579102377,0.3121588939888316,-0.1433961501940221
nat,2002,0.044011993834836005,0.1592024517049804,-0.10630545076364974
nat,2003,0.0037220489124365486,0.12144625796853745,-0.10224471127882209
nat,2004,0.01958342916367073,0.23829680356832497,-0.11549348115202455
nat,2005,-0.017652941351663287,0.1457303354610559,-0.21343831192846707
nat,2006,-6.20060612375184e-4,0.13999661683214115,-0.16235491861924914
nat,2007,0.013274080830093737,0.14549491104975637,-0.0836728972310766
nat,2008,0.012698974091744475,0.13857203454958966,-0.10517091747317693
nat,2009,0.010321251883880223,0.14821069295696268,-0.1387105443085325
nat,2010,0.01707217932438354,0.162358019232392,-0.07411589615554881
nat,2011,0.005862523289209776,0.11392480528316354,-0.09507125193013835
nat,2012,0.026044349733577832,0.15403467520704495,-0.06110617387030714
nat,2013,0.034751501324453926,0.1724569607753988,-0.06352807479181663
nat,2014,0.021944143906507563,0.15150128267846338,-0.07609870345089469
