scenario,region,year,median,upper,lower
ssp245,Sub-Saharan Africa (Central),2053,-0.061887775656121136,0.28527082318119057,-0.458130533831941
ssp245,Sub-Saharan Africa (Central),2054,-0.014446411015240912,0.33499871552546556,-0.393870039478158
ssp245,Sub-Saharan Africa (Central),2055,-0.037802921088271546,0.352300417455466,-0.48289598426409447
ssp245,Sub-Saharan Africa (Central),2056,-0.041037087510723325,0.3318790164807338,-0.4647819091992012
ssp245,Sub-Saharan Africa (Central),2057,-0.0811446233078783,0.31174552774706954,-0.48910252636564733
ssp245,Sub-Saharan Africa (Central),2058,-0.05304319751516928,0.3799020852572425,-0.5056147831222912
ssp245,Sub-Saharan Africa (Central),2059,-0.0740025893182441,0.34693735896404243,-0.6165787297230402
ssp245,Sub-Saharan Africa (Central),2060,-0.06795513972869571,0.3497477365469409,-0.5435817132320593
ssp245,Sub-Saharan Africa (Central),2061,-0.08363461130734962,0.31904940612943905,-0.561129809241039
ssp245,Sub-Saharan Africa (Central),2062,-0.04860400572177426,0.34694866836873434,-0.598718806070429
ssp245,Sub-Saharan Africa (Central),2063,-0.08944981120811768,0.29091651428613774,-0.596491118121472
ssp245,Sub-Saharan Africa (Central),2064,-0.09390579307723002,0.3921895914045877,-0.6094888228296937
ssp245,Sub-Saharan Africa (Central),2065,-0.060159516219094655,0.3846280284155139,-0.6551251522257993
ssp245,Sub-Saharan Africa (Central),2066,-0.03759259479249266,0.4496399983062249,-0.6043306654841675
ssp245,Sub-Saharan Africa (Central),2067,-0.1069443615190373,0.3214493258965223,-0.5926960916222999
ssp245,Sub-Saharan Africa (Central),2068,-0.0733916321401864,0.39947349423365364,-0.6231897866405127
ssp245,Sub-Saharan Africa (Central),2069,-0.05097985892528811,0.38618396809144234,-0.6222291989391504
ssp245,Sub-Saharan Africa (Central),2070,-0.14825980340516054,0.25785541585185245,-0.6847905069815396
ssp245,Sub-Saharan Africa (Central),2071,-0.06833468951952426,0.34677665750872394,-0.6945078492986798
ssp245,Sub-Saharan Africa (Central),2072,-0.12049886111985941,0.41367880797451545,-0.7316356903182704
ssp245,Sub-Saharan Africa (Central),2073,-0.14074523365768954,0.33294544640204327,-0.8051686375002575
ssp245,Sub-Saharan Africa (Central),2074,-0.08152458512509142,0.37842425475834696,-0.6953852673068199
ssp245,Sub-Saharan Africa (Central),2075,-0.11786596893597334,0.34971775565940644,-0.7942842272584848
ssp245,Sub-Saharan Africa (Central),2076,-0.06416232757925755,0.5171974242301622,-0.7183979833178664
ssp245,Sub-Saharan Africa (Central),2077,-0.15948544421578248,0.3335538661984556,-0.7962363977389806
ssp245,Sub-Saharan Africa (Central),2078,-0.12165578587728731,0.3869070128042113,-0.7438842541598238
ssp245,Sub-Saharan Africa (Central),2079,-0.10269431260500461,0.40540535028039526,-0.7401005431050207
ssp245,Sub-Saharan Africa (Central),2080,-0.10121074463027568,0.3927860389704963,-0.7227959729015516
ssp245,Sub-Saharan Africa (Central),2081,-0.12048808681151613,0.42588306788852925,-0.8592999264361303
ssp245,Sub-Saharan Africa (Central),2082,-0.14714450496181186,0.3745340549412313,-0.7956190006123023
ssp245,Sub-Saharan Africa (Central),2083,-0.15754845983922294,0.43803656081071296,-0.9055149819676611
ssp245,Sub-Saharan Africa (Central),2084,-0.17157976458126356,0.3617975753355121,-0.8523404826195549
ssp245,Sub-Saharan Africa (Central),2085,-0.13456586602040943,0.43892715435577323,-0.8698826259539949
ssp245,Sub-Saharan Africa (Central),2086,-0.14193549172035347,0.43699400567090146,-0.8516609068874846
ssp245,Sub-Saharan Africa (Central),2087,-0.16701897746779082,0.38070659875986096,-0.9270129788662844
ssp245,Sub-Saharan Africa (Central),2088,-0.18265757274837213,0.36781356148002686,-0.9201959086211541
ssp245,Sub-Saharan Africa (Central),2089,-0.16605526899894052,0.3650974257140137,-0.8913473536222652
ssp245,Sub-Saharan Africa (Central),2090,-0.17065869235411313,0.43627717245614533,-0.912471747838763
ssp245,Sub-Saharan Africa (Central),2091,-0.14949811470291507,0.4164159931113254,-0.9483455185341672
ssp245,Sub-Saharan Africa (Central),2092,-0.17360389991224778,0.42772369706679514,-0.9225813768728206
ssp245,Sub-Saharan Africa (Central),2093,-0.19584875428232706,0.38355098514449565,-0.9343453691101931
ssp245,Sub-Saharan Africa (Central),2094,-0.18391749243643574,0.4482989745691193,-1.0360065328941608
ssp245,Sub-Saharan Africa (Central),2095,-0.24024030005972818,0.39988171096069464,-1.0851848571768001
ssp245,Sub-Saharan Africa (Central),2096,-0.16204785173890635,0.41707722440365025,-1.019238583414988
ssp245,Sub-Saharan Africa (Central),2097,-0.15205894768564576,0.4098521414641786,-0.8917199224826564
ssp245,Sub-Saharan Africa (Central),2098,-0.1411440208798247,0.5384569548913889,-1.0193844672998615
ssp245,Sub-Saharan Africa (Central),2099,-0.2015769540750405,0.4028840488866065,-1.0892519239690752
ssp245,Sub-Saharan Africa (Central),2100,-0.3023993233750133,0.3630170095103267,-1.1163382285335015
ssp245,Sub-Saharan Africa (East),2015,-0.09240362841022076,0.07995783583256677,-0.37562516828337067
ssp245,Sub-Saharan Africa (East),2016,-0.03942528899236564,0.1186015820273162,-0.2874383924893873
ssp245,Sub-Saharan Africa (East),2017,0.0677753149910778,0.3285578506804512,-0.14204207932642277
ssp245,Sub-Saharan Africa (East),2018,0.09410871889983241,0.33208903022646363,-0.12277184419942379
ssp245,Sub-Saharan Africa (East),2019,0.03361101870322081,0.1758683346326094,-0.2207630099704911
ssp245,Sub-Saharan Africa (East),2020,-0.027436484661542693,0.1473906969656488,-0.22190043594043268
ssp245,Sub-Saharan Africa (East),2021,-0.0012739311154170707,0.18236895621843435,-0.17094742904833138
ssp245,Sub-Saharan Africa (East),2022,0.0767474013735594,0.34137457893860507,-0.1549329982825004
